Method,gt,taxa,dup,ils,loss,Error
apro3,1000,200,1.0,70.0,0.1,0.0202020202
apro3,1000,200,1.0,70.0,0.1,0.0303030303
apro3,1000,200,1.0,70.0,0.1,0.05050505051
apro3,1000,200,1.0,70.0,0.1,0.0202020202
apro3,1000,200,1.0,70.0,0.1,0.07070707071
apro3,1000,200,1.0,70.0,0.1,0.03535353535
apro3,1000,200,1.0,70.0,0.1,0.0101010101
apro3,1000,200,1.0,70.0,0.1,0.0404040404
apro3,1000,200,1.0,70.0,0.1,0.05050505051
apro3,1000,200,1.0,70.0,0.1,0.06060606061
apro3,1000,200,1.0,70.0,0.1,0.05050505051
apro3,1000,200,1.0,70.0,0.1,0.0404040404
apro3,1000,200,1.0,70.0,0.1,0.05050505051
apro3,1000,200,1.0,70.0,0.1,0.0404040404
apro3,1000,200,1.0,70.0,0.1,0.0404040404
apro3,1000,200,1.0,70.0,1.0,0.1262626263
apro3,1000,200,1.0,70.0,1.0,0.07070707071
apro3,1000,200,1.0,70.0,1.0,0.07575757576
apro3,1000,200,1.0,70.0,1.0,0.03535353535
apro3,1000,200,1.0,70.0,1.0,0.05555555556
apro3,1000,200,1.0,70.0,1.0,0.07070707071
apro3,1000,200,1.0,70.0,1.0,0.04545454545
apro3,1000,200,1.0,70.0,1.0,0.0303030303
apro3,1000,200,1.0,70.0,1.0,0.1666666667
apro3,1000,200,1.0,70.0,1.0,0.0404040404
apro3,1000,200,1.0,70.0,1.0,0.1262626263
apro3,1000,200,1.0,70.0,1.0,0.05050505051
apro3,1000,200,1.0,70.0,1.0,0.02525252525
apro3,1000,200,1.0,70.0,1.0,0.06060606061
apro3,1000,200,1.0,70.0,1.0,0.06060606061
apro3,1000,200,1.0,70.0,1.0,0.1212121212
apro3,1000,200,1.0,70.0,1.0,0.08080808081
apro3,1000,200,1.0,70.0,1.0,0.03535353535
apro3,1000,200,1.0,70.0,1.0,0.05555555556
apro3,1000,200,1.0,70.0,1.0,0.05050505051
apro3,1000,200,3.0,25.0,1.0,0.07070707071
apro3,1000,200,3.0,25.0,1.0,0.01515151515
apro3,1000,200,3.0,25.0,1.0,0.05050505051
apro3,1000,200,3.0,25.0,1.0,0.0303030303
apro3,1000,200,3.0,25.0,1.0,0.0404040404
apro3,1000,200,3.0,25.0,1.0,0.0202020202
apro3,1000,200,3.0,25.0,1.0,0.0404040404
apro3,1000,200,3.0,25.0,1.0,0.0202020202
apro3,1000,200,3.0,25.0,1.0,0.01515151515
apro3,1000,200,3.0,25.0,1.0,0.0101010101
apro3,1000,200,3.0,25.0,1.0,0.0202020202
apro3,1000,200,3.0,25.0,1.0,0.05050505051
apro3,1000,200,3.0,25.0,1.0,0.0404040404
apro3,1000,200,3.0,25.0,1.0,0.04545454545
apro3,1000,200,3.0,25.0,1.0,0.0404040404
apro3,1000,200,3.0,25.0,1.0,0.02525252525
apro3,1000,200,3.0,25.0,1.0,0.0101010101
apro3,1000,200,3.0,25.0,1.0,0.07070707071
apro3,1000,200,3.0,25.0,1.0,0.0303030303
apro3,1000,200,3.0,25.0,1.0,0.01515151515
apro3,1000,500,0.25,70.0,0.1,0.1305220884
apro3,1000,500,0.25,70.0,0.1,0.05020080321
apro3,1000,500,0.25,70.0,0.1,0.1847389558
apro3,1000,500,0.25,70.0,0.1,0.03614457831
apro3,1000,500,0.25,70.0,0.1,0.04618473896
apro3,1000,500,0.25,70.0,0.1,0.04016064257
apro3,1000,500,0.25,70.0,0.1,0.05421686747
apro3,1000,500,0.25,70.0,0.1,0.05020080321
apro3,1000,500,0.25,70.0,0.1,0.0843373494
apro3,1000,500,0.25,70.0,0.1,0.0281124498
apro3,1000,500,0.25,70.0,1.0,0.1385542169
apro3,1000,500,0.25,70.0,1.0,0.0421686747
apro3,1000,500,0.25,70.0,1.0,0.03413654618
apro3,1000,500,0.25,70.0,1.0,0.04618473896
apro3,1000,500,0.25,70.0,1.0,0.05421686747
apro3,1000,500,0.25,70.0,1.0,0.08232931727
apro3,1000,500,0.25,70.0,1.0,0.05421686747
apro3,1000,500,0.25,70.0,1.0,0.04618473896
apro3,1000,500,0.25,70.0,1.0,0.1746987952
apro3,1000,500,0.25,70.0,1.0,0.05421686747
apro3,1000,500,0.0,25.0,1.0,0.1184738956
apro3,1000,500,0.0,25.0,1.0,0.07429718876
apro3,1000,500,0.0,25.0,1.0,0.04819277108
apro3,1000,500,0.0,25.0,1.0,0.05020080321
apro3,1000,500,0.0,25.0,1.0,0.03614457831
apro3,1000,500,0.0,25.0,1.0,0.08232931727
apro3,1000,500,0.0,25.0,1.0,0.02208835341
apro3,1000,500,0.0,25.0,1.0,0.0562248996
apro3,1000,500,0.0,25.0,1.0,0.03413654618
apro3,1000,500,0.0,25.0,1.0,0.01807228916
apro3,1000,500,0.0,70.0,1.0,0.1606425703
apro3,1000,500,0.0,70.0,1.0,0.03815261044
apro3,1000,500,0.0,70.0,1.0,0.05823293173
apro3,1000,500,0.0,70.0,1.0,0.06024096386
apro3,1000,500,0.0,70.0,1.0,0.06224899598
apro3,1000,500,0.0,70.0,1.0,0.1224899598
apro3,1000,500,0.0,70.0,1.0,0.04016064257
apro3,1000,500,0.0,70.0,1.0,0.08835341365
apro3,1000,500,0.0,70.0,1.0,0.05421686747
apro3,1000,500,0.0,70.0,1.0,0.1104417671
apro3,1000,500,1.0,25.0,1.0,0.1084337349
apro3,1000,500,1.0,25.0,1.0,0.03212851406
apro3,1000,500,1.0,25.0,1.0,0.02008032129
apro3,1000,500,1.0,25.0,1.0,0.02208835341
apro3,1000,500,1.0,25.0,1.0,0.06626506024
apro3,1000,500,1.0,25.0,1.0,0.05020080321
apro3,1000,500,1.0,25.0,1.0,0.02409638554
apro3,1000,500,1.0,25.0,1.0,0.02208835341
apro3,1000,500,1.0,25.0,1.0,0.01807228916
apro3,1000,500,1.0,25.0,1.0,0.02409638554
apro3,1000,500,1.0,70.0,0.1,0.1345381526
apro3,1000,500,1.0,70.0,0.1,0.02610441767
apro3,1000,500,1.0,70.0,0.1,0.06827309237
apro3,1000,500,1.0,70.0,0.1,0.04417670683
apro3,1000,500,1.0,70.0,0.1,0.05421686747
apro3,1000,500,1.0,70.0,0.1,0.03614457831
apro3,1000,500,1.0,70.0,0.1,0.07429718876
apro3,1000,500,1.0,70.0,0.1,0.05020080321
apro3,1000,500,1.0,70.0,0.1,0.09236947791
apro3,1000,500,1.0,70.0,0.1,0.04819277108
apro3,1000,500,3.0,25.0,1.0,0.09236947791
apro3,1000,500,3.0,25.0,1.0,0.06224899598
apro3,1000,500,3.0,25.0,1.0,0.02610441767
apro3,1000,500,3.0,25.0,1.0,0.02008032129
apro3,1000,500,3.0,25.0,1.0,0.01606425703
apro3,1000,500,3.0,25.0,1.0,0.01606425703
apro3,1000,500,3.0,25.0,1.0,0.03212851406
apro3,1000,500,3.0,25.0,1.0,0.03413654618
apro3,1000,500,3.0,25.0,1.0,0.03413654618
apro3,1000,500,3.0,25.0,1.0,0.01606425703
apro3,1000,500,3.0,70.0,0.1,0.1124497992
apro3,1000,500,3.0,70.0,0.1,0.01606425703
apro3,1000,500,3.0,70.0,0.1,0.08032128514
apro3,1000,500,3.0,70.0,1.0,0.1485943775
apro3,1000,500,3.0,70.0,1.0,0.06425702811
apro3,1000,500,3.0,70.0,1.0,0.04819277108
apro3,1000,500,3.0,70.0,1.0,0.03815261044
apro3,1000,500,3.0,70.0,1.0,0.07630522088
apro3,1000,500,3.0,70.0,1.0,0.05823293173
apro3,1000,500,3.0,70.0,1.0,0.08634538153
apro3,1000,500,3.0,70.0,1.0,0.04618473896
apro3,1000,500,3.0,70.0,1.0,0.06224899598
apro3,1000,500,3.0,70.0,1.0,0.04016064257
wqfm-gdl,500,200,0.25,70.0,0.1,0.101010101
wqfm-gdl,500,200,0.25,70.0,0.1,0.0404040404
wqfm-gdl,500,200,0.25,70.0,0.1,0.06060606061
wqfm-gdl,500,200,0.25,70.0,0.1,0.08080808081
wqfm-gdl,500,200,0.25,70.0,0.1,0.04545454545
wqfm-gdl,500,200,0.25,70.0,0.1,0.08080808081
wqfm-gdl,500,200,0.25,70.0,0.1,0.05555555556
wqfm-gdl,500,200,0.25,70.0,0.1,0.0202020202
wqfm-gdl,500,200,0.25,70.0,0.1,0.05050505051
wqfm-gdl,500,200,0.25,70.0,0.1,0.1060606061
wqfm-gdl,500,200,0.25,70.0,0.1,0.04545454545
wqfm-gdl,500,200,0.25,70.0,0.1,0.05555555556
wqfm-gdl,500,200,0.25,70.0,0.1,0.03535353535
wqfm-gdl,500,200,0.25,70.0,0.1,0.06565656566
wqfm-gdl,500,200,0.25,70.0,0.1,0.07070707071
wqfm-gdl,500,200,0.25,70.0,0.1,0.06060606061
wqfm-gdl,500,200,0.25,70.0,0.1,0.04545454545
wqfm-gdl,500,200,0.25,70.0,0.1,0.07070707071
wqfm-gdl,500,200,0.25,70.0,0.1,0.06565656566
wqfm-gdl,500,200,0.25,70.0,0.1,0.06060606061
wqfm-gdl,500,200,0.25,70.0,1.0,0.08585858586
wqfm-gdl,500,200,0.25,70.0,1.0,0.06565656566
wqfm-gdl,500,200,0.25,70.0,1.0,0.08080808081
wqfm-gdl,500,200,0.25,70.0,1.0,0.101010101
wqfm-gdl,500,200,0.25,70.0,1.0,0.04545454545
wqfm-gdl,500,200,0.25,70.0,1.0,0.05555555556
wqfm-gdl,500,200,0.25,70.0,1.0,0.05555555556
wqfm-gdl,500,200,0.25,70.0,1.0,0.07070707071
wqfm-gdl,500,200,0.25,70.0,1.0,0.0303030303
wqfm-gdl,500,200,0.25,70.0,1.0,0.09090909091
wqfm-gdl,500,200,0.25,70.0,1.0,0.05555555556
wqfm-gdl,500,200,0.25,70.0,1.0,0.05555555556
wqfm-gdl,500,200,0.25,70.0,1.0,0.05555555556
wqfm-gdl,500,200,0.25,70.0,1.0,0.04545454545
wqfm-gdl,500,200,0.25,70.0,1.0,0.08080808081
wqfm-gdl,500,200,0.25,70.0,1.0,0.05555555556
wqfm-gdl,500,200,0.25,70.0,1.0,0.09595959596
wqfm-gdl,500,200,0.25,70.0,1.0,0.03535353535
wqfm-gdl,500,200,0.25,70.0,1.0,0.05555555556
wqfm-gdl,500,200,0.25,70.0,1.0,0.0404040404
wqfm-gdl,500,200,0.0,25.0,1.0,0.05555555556
wqfm-gdl,500,200,0.0,25.0,1.0,0.02525252525
wqfm-gdl,500,200,0.0,25.0,1.0,0.06060606061
wqfm-gdl,500,200,0.0,25.0,1.0,0.0303030303
wqfm-gdl,500,200,0.0,25.0,1.0,0.0303030303
wqfm-gdl,500,200,0.0,25.0,1.0,0.01515151515
wqfm-gdl,500,200,0.0,25.0,1.0,0.03535353535
wqfm-gdl,500,200,0.0,25.0,1.0,0.05050505051
wqfm-gdl,500,200,0.0,25.0,1.0,0.07070707071
wqfm-gdl,500,200,0.0,25.0,1.0,0.04545454545
wqfm-gdl,500,200,0.0,25.0,1.0,0.02525252525
wqfm-gdl,500,200,0.0,25.0,1.0,0.0202020202
wqfm-gdl,500,200,0.0,25.0,1.0,0.06060606061
wqfm-gdl,500,200,0.0,25.0,1.0,0.02525252525
wqfm-gdl,500,200,0.0,25.0,1.0,0.1313131313
wqfm-gdl,500,200,0.0,25.0,1.0,0.03535353535
wqfm-gdl,500,200,0.0,25.0,1.0,0.03535353535
wqfm-gdl,500,200,0.0,25.0,1.0,0.02525252525
wqfm-gdl,500,200,0.0,25.0,1.0,0.0303030303
wqfm-gdl,500,200,0.0,25.0,1.0,0.01515151515
wqfm-gdl,500,200,0.0,70.0,1.0,0.1060606061
wqfm-gdl,500,200,0.0,70.0,1.0,0.06060606061
wqfm-gdl,500,200,0.0,70.0,1.0,0.07575757576
wqfm-gdl,500,200,0.0,70.0,1.0,0.05050505051
wqfm-gdl,500,200,0.0,70.0,1.0,0.06565656566
wqfm-gdl,500,200,0.0,70.0,1.0,0.101010101
wqfm-gdl,500,200,0.0,70.0,1.0,0.06060606061
wqfm-gdl,500,200,0.0,70.0,1.0,0.07575757576
wqfm-gdl,500,200,0.0,70.0,1.0,0.09090909091
wqfm-gdl,500,200,0.0,70.0,1.0,0.1868686869
wqfm-gdl,500,200,0.0,70.0,1.0,0.0404040404
wqfm-gdl,500,200,0.0,70.0,1.0,0.08585858586
wqfm-gdl,500,200,0.0,70.0,1.0,0.04545454545
wqfm-gdl,500,200,0.0,70.0,1.0,0.07575757576
wqfm-gdl,500,200,0.0,70.0,1.0,0.06060606061
wqfm-gdl,500,200,0.0,70.0,1.0,0.07575757576
wqfm-gdl,500,200,0.0,70.0,1.0,0.02525252525
wqfm-gdl,500,200,0.0,70.0,1.0,0.09090909091
wqfm-gdl,500,200,0.0,70.0,1.0,0.101010101
wqfm-gdl,500,200,0.0,70.0,1.0,0.07070707071
wqfm-gdl,500,200,1.0,25.0,1.0,0.03535353535
wqfm-gdl,500,200,1.0,25.0,1.0,0.0303030303
wqfm-gdl,500,200,1.0,25.0,1.0,0.0202020202
wqfm-gdl,500,200,1.0,25.0,1.0,0.07070707071
wqfm-gdl,500,200,1.0,25.0,1.0,0.03535353535
wqfm-gdl,500,200,1.0,25.0,1.0,0.02525252525
wqfm-gdl,500,200,1.0,25.0,1.0,0.04545454545
wqfm-gdl,500,200,1.0,25.0,1.0,0.0303030303
wqfm-gdl,500,200,1.0,25.0,1.0,0.0202020202
wqfm-gdl,500,200,1.0,25.0,1.0,0.0404040404
wqfm-gdl,500,200,1.0,25.0,1.0,0.03535353535
wqfm-gdl,500,200,1.0,25.0,1.0,0.02525252525
wqfm-gdl,500,200,1.0,25.0,1.0,0.04545454545
wqfm-gdl,500,200,1.0,25.0,1.0,0.03535353535
wqfm-gdl,500,200,1.0,25.0,1.0,0.0101010101
wqfm-gdl,500,200,1.0,25.0,1.0,0.03535353535
wqfm-gdl,500,200,1.0,25.0,1.0,0.0202020202
wqfm-gdl,500,200,1.0,25.0,1.0,0.03535353535
wqfm-gdl,500,200,1.0,25.0,1.0,0.005050505051
wqfm-gdl,500,200,1.0,25.0,1.0,0.0404040404
wqfm-gdl,500,200,1.0,70.0,0.1,0.09090909091
wqfm-gdl,500,200,1.0,70.0,0.1,0.04545454545
wqfm-gdl,500,200,1.0,70.0,0.1,0.05555555556
wqfm-gdl,500,200,1.0,70.0,0.1,0.04545454545
wqfm-gdl,500,200,1.0,70.0,0.1,0.09090909091
wqfm-gdl,500,200,1.0,70.0,0.1,0.0202020202
wqfm-gdl,500,200,1.0,70.0,0.1,0.0202020202
wqfm-gdl,500,200,1.0,70.0,0.1,0.04545454545
wqfm-gdl,500,200,1.0,70.0,0.1,0.03535353535
wqfm-gdl,500,200,1.0,70.0,0.1,0.06060606061
wqfm-gdl,500,200,1.0,70.0,0.1,0.04545454545
wqfm-gdl,500,200,1.0,70.0,0.1,0.05555555556
wqfm-gdl,500,200,1.0,70.0,0.1,0.04545454545
wqfm-gdl,500,200,1.0,70.0,0.1,0.03535353535
wqfm-gdl,500,200,1.0,70.0,0.1,0.06565656566
wqfm-gdl,500,200,1.0,70.0,0.1,0.03535353535
wqfm-gdl,500,200,1.0,70.0,0.1,0.04545454545
wqfm-gdl,500,200,1.0,70.0,0.1,0.04545454545
wqfm-gdl,500,200,1.0,70.0,0.1,0.0404040404
wqfm-gdl,500,200,1.0,70.0,0.1,0.05050505051
wqfm-gdl,500,200,1.0,70.0,1.0,0.101010101
wqfm-gdl,500,200,1.0,70.0,1.0,0.08585858586
wqfm-gdl,500,200,1.0,70.0,1.0,0.06060606061
wqfm-gdl,500,200,1.0,70.0,1.0,0.06060606061
wqfm-gdl,500,200,1.0,70.0,1.0,0.06060606061
wqfm-gdl,500,200,1.0,70.0,1.0,0.08080808081
wqfm-gdl,500,200,1.0,70.0,1.0,0.07070707071
wqfm-gdl,500,200,1.0,70.0,1.0,0.06565656566
wqfm-gdl,500,200,1.0,70.0,1.0,0.1161616162
wqfm-gdl,500,200,1.0,70.0,1.0,0.0202020202
wqfm-gdl,500,200,1.0,70.0,1.0,0.101010101
wqfm-gdl,500,200,1.0,70.0,1.0,0.06060606061
wqfm-gdl,500,200,1.0,70.0,1.0,0.0303030303
wqfm-gdl,500,200,1.0,70.0,1.0,0.05050505051
wqfm-gdl,500,200,1.0,70.0,1.0,0.05050505051
wqfm-gdl,500,200,1.0,70.0,1.0,0.1161616162
wqfm-gdl,500,200,1.0,70.0,1.0,0.09595959596
wqfm-gdl,500,200,1.0,70.0,1.0,0.03535353535
wqfm-gdl,500,200,1.0,70.0,1.0,0.07070707071
wqfm-gdl,500,200,1.0,70.0,1.0,0.05050505051
wqfm-gdl,500,200,3.0,25.0,1.0,0.05050505051
wqfm-gdl,500,200,3.0,25.0,1.0,0.01515151515
wqfm-gdl,500,200,3.0,25.0,1.0,0.05555555556
wqfm-gdl,500,200,3.0,25.0,1.0,0.04545454545
wqfm-gdl,500,200,3.0,25.0,1.0,0.0404040404
wqfm-gdl,500,200,3.0,25.0,1.0,0.02525252525
wqfm-gdl,500,200,3.0,25.0,1.0,0.0202020202
wqfm-gdl,500,200,3.0,25.0,1.0,0.01515151515
wqfm-gdl,500,200,3.0,25.0,1.0,0.0202020202
wqfm-gdl,500,200,3.0,25.0,1.0,0.005050505051
wqfm-gdl,500,200,3.0,25.0,1.0,0.0202020202
wqfm-gdl,500,200,3.0,25.0,1.0,0.04545454545
wqfm-gdl,500,200,3.0,25.0,1.0,0.0303030303
wqfm-gdl,500,200,3.0,25.0,1.0,0.05050505051
wqfm-gdl,500,200,3.0,25.0,1.0,0.05050505051
wqfm-gdl,500,200,3.0,25.0,1.0,0.02525252525
wqfm-gdl,500,200,3.0,25.0,1.0,0.0303030303
wqfm-gdl,500,200,3.0,25.0,1.0,0.04545454545
wqfm-gdl,500,200,3.0,25.0,1.0,0.02525252525
wqfm-gdl,500,200,3.0,25.0,1.0,0.0303030303
wqfm-gdl,500,200,3.0,70.0,0.1,0.07575757576
wqfm-gdl,500,200,3.0,70.0,0.1,0.06565656566
wqfm-gdl,500,200,3.0,70.0,0.1,0.0404040404
wqfm-gdl,500,200,3.0,70.0,0.1,0.07575757576
wqfm-gdl,500,200,3.0,70.0,0.1,0.06060606061
wqfm-gdl,500,200,3.0,70.0,0.1,0.0404040404
wqfm-gdl,500,200,3.0,70.0,0.1,0.09595959596
wqfm-gdl,500,200,3.0,70.0,0.1,0.05555555556
wqfm-gdl,500,200,3.0,70.0,0.1,0.04545454545
wqfm-gdl,500,200,3.0,70.0,0.1,0.05050505051
wqfm-gdl,500,200,3.0,70.0,0.1,0.04545454545
wqfm-gdl,500,200,3.0,70.0,0.1,0.01515151515
wqfm-gdl,500,200,3.0,70.0,0.1,0.0404040404
wqfm-gdl,500,200,3.0,70.0,0.1,0.0303030303
wqfm-gdl,500,200,3.0,70.0,0.1,0.0202020202
wqfm-gdl,500,200,3.0,70.0,0.1,0.03535353535
wqfm-gdl,500,200,3.0,70.0,0.1,0.0404040404
wqfm-gdl,500,200,3.0,70.0,0.1,0.0404040404
wqfm-gdl,500,200,3.0,70.0,0.1,0.0404040404
wqfm-gdl,500,200,3.0,70.0,0.1,0.0404040404
wqfm-gdl,500,200,3.0,70.0,1.0,0.08080808081
wqfm-gdl,500,200,3.0,70.0,1.0,0.05555555556
wqfm-gdl,500,200,3.0,70.0,1.0,0.07070707071
wqfm-gdl,500,200,3.0,70.0,1.0,0.06060606061
wqfm-gdl,500,200,3.0,70.0,1.0,0.05050505051
wqfm-gdl,500,200,3.0,70.0,1.0,0.04545454545
wqfm-gdl,500,200,3.0,70.0,1.0,0.05555555556
wqfm-gdl,500,200,3.0,70.0,1.0,0.08585858586
wqfm-gdl,500,200,3.0,70.0,1.0,0.05050505051
wqfm-gdl,500,200,3.0,70.0,1.0,0.03535353535
wqfm-gdl,500,200,3.0,70.0,1.0,0.04545454545
wqfm-gdl,500,200,3.0,70.0,1.0,0.04545454545
wqfm-gdl,500,200,3.0,70.0,1.0,0.05555555556
wqfm-gdl,500,200,3.0,70.0,1.0,0.04545454545
wqfm-gdl,500,200,3.0,70.0,1.0,0.0404040404
wqfm-gdl,500,200,3.0,70.0,1.0,0.06565656566
wqfm-gdl,500,200,3.0,70.0,1.0,0.06060606061
wqfm-gdl,500,200,3.0,70.0,1.0,0.03535353535
wqfm-gdl,500,200,3.0,70.0,1.0,0.08585858586
wqfm-gdl,500,200,3.0,70.0,1.0,0.06060606061
wqfm-gdl,500,500,0.25,70.0,0.1,0.1224899598
wqfm-gdl,500,500,0.25,70.0,0.1,0.04618473896
wqfm-gdl,500,500,0.25,70.0,0.1,0.1606425703
wqfm-gdl,500,500,0.25,70.0,0.1,0.04819277108
wqfm-gdl,500,500,0.25,70.0,0.1,0.05421686747
wqfm-gdl,500,500,0.25,70.0,0.1,0.03212851406
wqfm-gdl,500,500,0.25,70.0,0.1,0.05020080321
wqfm-gdl,500,500,0.25,70.0,0.1,0.0562248996
wqfm-gdl,500,500,0.25,70.0,0.1,0.07429718876
wqfm-gdl,500,500,0.25,70.0,0.1,0.03815261044
wqfm-gdl,500,500,0.25,70.0,1.0,0.1084337349
wqfm-gdl,500,500,0.25,70.0,1.0,0.04819277108
wqfm-gdl,500,500,0.25,70.0,1.0,0.05020080321
wqfm-gdl,500,500,0.25,70.0,1.0,0.03815261044
wqfm-gdl,500,500,0.25,70.0,1.0,0.0562248996
wqfm-gdl,500,500,0.25,70.0,1.0,0.07228915663
wqfm-gdl,500,500,0.25,70.0,1.0,0.06224899598
wqfm-gdl,500,500,0.25,70.0,1.0,0.06425702811
wqfm-gdl,500,500,0.25,70.0,1.0,0.1385542169
wqfm-gdl,500,500,0.25,70.0,1.0,0.06024096386
wqfm-gdl,500,500,0.0,25.0,1.0,0.1004016064
wqfm-gdl,500,500,0.0,25.0,1.0,0.06224899598
wqfm-gdl,500,500,0.0,25.0,1.0,0.05020080321
wqfm-gdl,500,500,0.0,25.0,1.0,0.0421686747
wqfm-gdl,500,500,0.0,25.0,1.0,0.03212851406
wqfm-gdl,500,500,0.0,25.0,1.0,0.06827309237
wqfm-gdl,500,500,0.0,25.0,1.0,0.0281124498
wqfm-gdl,500,500,0.0,25.0,1.0,0.05421686747
wqfm-gdl,500,500,0.0,25.0,1.0,0.0281124498
wqfm-gdl,500,500,0.0,25.0,1.0,0.02409638554
wqfm-gdl,500,500,0.0,70.0,1.0,0.1224899598
wqfm-gdl,500,500,0.0,70.0,1.0,0.05020080321
wqfm-gdl,500,500,0.0,70.0,1.0,0.06024096386
wqfm-gdl,500,500,0.0,70.0,1.0,0.05220883534
wqfm-gdl,500,500,0.0,70.0,1.0,0.06024096386
wqfm-gdl,500,500,0.0,70.0,1.0,0.1124497992
wqfm-gdl,500,500,0.0,70.0,1.0,0.04417670683
wqfm-gdl,500,500,0.0,70.0,1.0,0.07429718876
wqfm-gdl,500,500,0.0,70.0,1.0,0.0562248996
wqfm-gdl,500,500,0.0,70.0,1.0,0.08232931727
wqfm-gdl,500,500,1.0,25.0,1.0,0.08634538153
wqfm-gdl,500,500,1.0,25.0,1.0,0.0281124498
wqfm-gdl,500,500,1.0,25.0,1.0,0.01204819277
wqfm-gdl,500,500,1.0,25.0,1.0,0.02008032129
wqfm-gdl,500,500,1.0,25.0,1.0,0.04618473896
wqfm-gdl,500,500,1.0,25.0,1.0,0.05020080321
wqfm-gdl,500,500,1.0,25.0,1.0,0.03012048193
wqfm-gdl,500,500,1.0,25.0,1.0,0.01807228916
wqfm-gdl,500,500,1.0,25.0,1.0,0.02208835341
wqfm-gdl,500,500,1.0,25.0,1.0,0.03012048193
wqfm-gdl,500,500,1.0,70.0,0.1,0.1104417671
wqfm-gdl,500,500,1.0,70.0,0.1,0.03012048193
wqfm-gdl,500,500,1.0,70.0,0.1,0.0421686747
wqfm-gdl,500,500,1.0,70.0,0.1,0.0421686747
wqfm-gdl,500,500,1.0,70.0,0.1,0.05421686747
wqfm-gdl,500,500,1.0,70.0,0.1,0.03012048193
wqfm-gdl,500,500,1.0,70.0,0.1,0.06024096386
wqfm-gdl,500,500,1.0,70.0,0.1,0.0421686747
wqfm-gdl,500,500,1.0,70.0,0.1,0.07831325301
wqfm-gdl,500,500,1.0,70.0,0.1,0.05020080321
wqfm-gdl,500,500,3.0,25.0,1.0,0.09638554217
wqfm-gdl,500,500,3.0,25.0,1.0,0.05823293173
wqfm-gdl,500,500,3.0,25.0,1.0,0.01807228916
wqfm-gdl,500,500,3.0,25.0,1.0,0.02208835341
wqfm-gdl,500,500,3.0,25.0,1.0,0.01606425703
wqfm-gdl,500,500,3.0,25.0,1.0,0.01606425703
wqfm-gdl,500,500,3.0,25.0,1.0,0.03212851406
wqfm-gdl,500,500,3.0,25.0,1.0,0.02610441767
wqfm-gdl,500,500,3.0,25.0,1.0,0.03012048193
wqfm-gdl,500,500,3.0,25.0,1.0,0.01606425703
wqfm-gdl,500,500,3.0,70.0,0.1,0.1004016064
wqfm-gdl,500,500,3.0,70.0,0.1,0.02610441767
wqfm-gdl,500,500,3.0,70.0,0.1,0.07429718876
wqfm-gdl,500,500,3.0,70.0,0.1,0.06827309237
wqfm-gdl,500,500,3.0,70.0,0.1,0.03413654618
wqfm-gdl,500,500,3.0,70.0,0.1,0.06024096386
wqfm-gdl,500,500,3.0,70.0,0.1,0.0421686747
wqfm-gdl,500,500,3.0,70.0,0.1,0.02409638554
wqfm-gdl,500,500,3.0,70.0,0.1,0.06024096386
wqfm-gdl,500,500,3.0,70.0,0.1,0.0702811245
wqfm-gdl,500,500,3.0,70.0,1.0,0.1285140562
wqfm-gdl,500,500,3.0,70.0,1.0,0.06224899598
wqfm-gdl,500,500,3.0,70.0,1.0,0.06224899598
wqfm-gdl,500,500,3.0,70.0,1.0,0.03413654618
wqfm-gdl,500,500,3.0,70.0,1.0,0.0702811245
wqfm-gdl,500,500,3.0,70.0,1.0,0.07429718876
wqfm-gdl,500,500,3.0,70.0,1.0,0.09638554217
wqfm-gdl,500,500,3.0,70.0,1.0,0.04618473896
wqfm-gdl,500,500,3.0,70.0,1.0,0.06425702811
wqfm-gdl,500,500,3.0,70.0,1.0,0.04016064257
wqfm-gdl,1000,200,0.25,70.0,0.1,0.07575757576
wqfm-gdl,1000,200,0.25,70.0,0.1,0.0303030303
wqfm-gdl,1000,200,0.25,70.0,0.1,0.07070707071
wqfm-gdl,1000,200,0.25,70.0,0.1,0.06565656566
wqfm-gdl,1000,200,0.25,70.0,0.1,0.04545454545
wqfm-gdl,1000,200,0.25,70.0,0.1,0.05050505051
wqfm-gdl,1000,200,0.25,70.0,0.1,0.0404040404
wqfm-gdl,1000,200,0.25,70.0,0.1,0.02525252525
wqfm-gdl,1000,200,0.25,70.0,0.1,0.04545454545
wqfm-gdl,1000,200,0.25,70.0,0.1,0.101010101
wqfm-gdl,1000,200,0.25,70.0,0.1,0.0303030303
wqfm-gdl,1000,200,0.25,70.0,0.1,0.03535353535
wqfm-gdl,1000,200,0.25,70.0,0.1,0.0202020202
wqfm-gdl,1000,200,0.25,70.0,0.1,0.06060606061
wqfm-gdl,1000,200,0.25,70.0,0.1,0.01515151515
wqfm-gdl,1000,200,0.25,70.0,0.1,0.05050505051
wqfm-gdl,1000,200,0.25,70.0,0.1,0.0404040404
wqfm-gdl,1000,200,0.25,70.0,0.1,0.02525252525
wqfm-gdl,1000,200,0.25,70.0,0.1,0.07575757576
wqfm-gdl,1000,200,0.25,70.0,0.1,0.0303030303
wqfm-gdl,1000,200,0.25,70.0,1.0,0.08585858586
wqfm-gdl,1000,200,0.25,70.0,1.0,0.07070707071
wqfm-gdl,1000,200,0.25,70.0,1.0,0.05555555556
wqfm-gdl,1000,200,0.25,70.0,1.0,0.06565656566
wqfm-gdl,1000,200,0.25,70.0,1.0,0.0404040404
